candidate_id,include_main,analysis_group,sample_id,run,prompt_name,reasoning_operation,image_dependence_tier,source_node_id,source_feature_id,source_pos,source_zeroing_mode,target_answer,target_token_id,target_token,wrong_token_id,wrong_token,intervention_kind,mask_condition,control_group,control_feature_id,control_pos,control_activation,control_direct_effect,clean_feature_activation,mask_feature_activation,activation_drop,token_scored,scored_token_id,before_logit,after_logit,logit_effect,before_rank,after_rank,rank_effect,gap_closure,clean_target_logit,clean_target_rank,mask_target_logit,mask_target_rank,status,error_message
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,source,7806,68,34.0,0.8015307001769543,34.0,,,target,63365,15.4375,15.4375,0.0,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,source,7806,68,34.0,0.8015307001769543,34.0,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_position_matched_feature_control,4602,68,35.75,0.4893195277545601,35.75,,,target,63365,15.4375,15.4375,0.0,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_position_matched_feature_control,4602,68,35.75,0.4893195277545601,35.75,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_feature_random_position_control,7806,131,34.0,,34.0,,,target,63365,15.4375,15.4375,0.0,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_feature_random_position_control,7806,131,34.0,,34.0,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,random_active_feature_control,6784,68,1.9140625,,1.9140625,,,target,63365,15.4375,15.375,0.0625,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,random_active_feature_control,6784,68,1.9140625,,1.9140625,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,source,7806,68,34.0,0.8015307001769543,34.0,28.75,5.25,target,63365,13.625,13.625,0.0,8,8,0,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,source,7806,68,34.0,0.8015307001769543,34.0,28.75,5.25,wrong,22,9.1875,9.1875,0.0,78,77,1,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,same_position_matched_feature_control,4602,68,35.75,0.4893195277545601,35.75,31.625,4.125,target,63365,13.625,13.5625,-0.0625,8,8,0,-0.034482758620689655,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,same_position_matched_feature_control,4602,68,35.75,0.4893195277545601,35.75,31.625,4.125,wrong,22,9.1875,9.125,-0.0625,78,79,-1,-0.01,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,same_feature_random_position_control,7806,131,34.0,,34.0,35.25,-1.25,target,63365,13.625,13.625,0.0,8,7,1,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L17:P68:ID7806,7806,68,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,same_feature_random_position_control,7806,131,34.0,,34.0,35.25,-1.25,wrong,22,9.1875,9.1875,0.0,78,77,1,0.0,15.4375,4,13.625,8,ok,
