candidate_id,include_main,analysis_group,sample_id,run,prompt_name,reasoning_operation,image_dependence_tier,source_node_id,source_feature_id,source_pos,source_zeroing_mode,target_answer,target_token_id,target_token,wrong_token_id,wrong_token,intervention_kind,mask_condition,control_group,control_feature_id,control_pos,control_activation,control_direct_effect,clean_feature_activation,mask_feature_activation,activation_drop,token_scored,scored_token_id,before_logit,after_logit,logit_effect,before_rank,after_rank,rank_effect,gap_closure,clean_target_logit,clean_target_rank,mask_target_logit,mask_target_rank,status,error_message
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,clean_zeroing,clean,source,5217,164,26.875,0.32460476621054113,26.875,,,target,2738,12.625,12.625,0.0,26,27,1,,12.625,26,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,clean_zeroing,clean,source,5217,164,26.875,0.32460476621054113,26.875,,,wrong,576,18.0,18.0,0.0,1,1,0,,12.625,26,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,clean_zeroing,clean,same_position_matched_feature_control,3503,164,23.125,0.1900412648683414,23.125,,,target,2738,12.625,12.625,0.0,26,27,1,,12.625,26,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,clean_zeroing,clean,same_position_matched_feature_control,3503,164,23.125,0.1900412648683414,23.125,,,wrong,576,18.0,18.0,0.0,1,1,0,,12.625,26,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,clean_zeroing,clean,same_feature_random_position_control,5217,200,26.875,,26.875,,,target,2738,12.625,12.625,0.0,26,27,1,,12.625,26,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,clean_zeroing,clean,same_feature_random_position_control,5217,200,26.875,,26.875,,,wrong,576,18.0,18.0,0.0,1,1,0,,12.625,26,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,clean_zeroing,clean,random_active_feature_control,1252,164,1.3125,,1.3125,,,target,2738,12.625,12.6875,-0.0625,26,26,0,,12.625,26,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,clean_zeroing,clean,random_active_feature_control,1252,164,1.3125,,1.3125,,,wrong,576,18.0,18.0,0.0,1,1,0,,12.625,26,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,mask_restore,answer_mask,source,5217,164,26.875,0.32460476621054113,26.875,7.9375,18.9375,target,2738,7.5,7.5625,0.0625,464,450,14,0.012195121951219513,12.625,26,7.5,464,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00310,evidence_first,B_direct,relation_reasoning,low,F:L17:P164:ID5217,5217,164,subtract,view,2738, View,576, The,mask_restore,answer_mask,source,5217,164,26.875,0.32460476621054113,26.875,7.9375,18.9375,wrong,576,15.8125,15.8125,0.0,2,2,0,-0.0,12.625,26,7.5,464,ok,
