candidate_id,include_main,analysis_group,sample_id,run,prompt_name,reasoning_operation,image_dependence_tier,source_node_id,source_feature_id,source_pos,source_zeroing_mode,target_answer,target_token_id,target_token,wrong_token_id,wrong_token,intervention_kind,mask_condition,control_group,control_feature_id,control_pos,control_activation,control_direct_effect,clean_feature_activation,mask_feature_activation,activation_drop,token_scored,scored_token_id,before_logit,after_logit,logit_effect,before_rank,after_rank,rank_effect,gap_closure,clean_target_logit,clean_target_rank,mask_target_logit,mask_target_rank,status,error_message
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,source,5892,107,63.75,1.527799575123936,63.75,,,target,63365,15.4375,15.3125,0.125,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,source,5892,107,63.75,1.527799575123936,63.75,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_position_matched_feature_control,2235,107,32.75,0.54049370624125,32.75,,,target,63365,15.4375,15.4375,0.0,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_position_matched_feature_control,2235,107,32.75,0.54049370624125,32.75,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_feature_random_position_control,5892,166,63.5,,63.5,,,target,63365,15.4375,15.4375,0.0,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_feature_random_position_control,5892,166,63.5,,63.5,,,wrong,22,16.5,16.375,0.125,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,random_active_feature_control,4006,107,2.578125,,2.578125,,,target,63365,15.4375,15.4375,0.0,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,random_active_feature_control,4006,107,2.578125,,2.578125,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,source,5892,107,63.75,1.527799575123936,63.75,30.75,33.0,target,63365,13.625,13.6875,0.0625,8,6,2,0.034482758620689655,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,source,5892,107,63.75,1.527799575123936,63.75,30.75,33.0,wrong,22,9.1875,9.25,0.0625,78,76,2,0.01,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,same_position_matched_feature_control,2235,107,32.75,0.54049370624125,32.75,26.25,6.5,target,63365,13.625,13.625,0.0,8,7,1,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,same_position_matched_feature_control,2235,107,32.75,0.54049370624125,32.75,26.25,6.5,wrong,22,9.1875,9.1875,0.0,78,78,0,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,same_feature_random_position_control,5892,166,63.5,,63.5,27.625,35.875,target,63365,13.625,13.625,0.0,8,7,1,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,same_feature_random_position_control,5892,166,63.5,,63.5,27.625,35.875,wrong,22,9.1875,9.1875,0.0,78,77,1,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,random_active_feature_control,4006,107,2.578125,,2.578125,0.6328125,1.9453125,target,63365,13.625,13.625,0.0,8,8,0,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,random_active_feature_control,4006,107,2.578125,,2.578125,0.6328125,1.9453125,wrong,22,9.1875,9.25,0.0625,78,77,1,0.01,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,union_mask,source,5892,107,63.75,1.527799575123936,63.75,30.75,33.0,target,63365,13.625,13.6875,0.0625,8,6,2,0.034482758620689655,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,union_mask,source,5892,107,63.75,1.527799575123936,63.75,30.75,33.0,wrong,22,9.1875,9.25,0.0625,78,76,2,0.01,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,union_mask,same_position_matched_feature_control,2235,107,32.75,0.54049370624125,32.75,26.25,6.5,target,63365,13.625,13.625,0.0,8,7,1,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,union_mask,same_position_matched_feature_control,2235,107,32.75,0.54049370624125,32.75,26.25,6.5,wrong,22,9.1875,9.1875,0.0,78,78,0,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,union_mask,same_feature_random_position_control,5892,166,63.5,,63.5,27.625,35.875,target,63365,13.625,13.625,0.0,8,7,1,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,union_mask,same_feature_random_position_control,5892,166,63.5,,63.5,27.625,35.875,wrong,22,9.1875,9.1875,0.0,78,77,1,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,union_mask,random_active_feature_control,4006,107,2.578125,,2.578125,0.6328125,1.9453125,target,63365,13.625,13.625,0.0,8,8,0,0.0,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,union_mask,random_active_feature_control,4006,107,2.578125,,2.578125,0.6328125,1.9453125,wrong,22,9.1875,9.25,0.0625,78,77,1,0.01,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L15:P107:ID5892,5892,107,subtract,electricity,63365,electric,22,7,mask_restore,shifted_mask,source,5892,107,63.75,1.527799575123936,63.75,57.5,6.25,target,63365,14.0625,14.125,0.0625,6,5,1,0.045454545454545456,15.4375,4,14.0625,6,ok,
