candidate_id,include_main,analysis_group,sample_id,run,prompt_name,reasoning_operation,image_dependence_tier,source_node_id,source_feature_id,source_pos,source_zeroing_mode,target_answer,target_token_id,target_token,wrong_token_id,wrong_token,intervention_kind,mask_condition,control_group,control_feature_id,control_pos,control_activation,control_direct_effect,clean_feature_activation,mask_feature_activation,activation_drop,token_scored,scored_token_id,before_logit,after_logit,logit_effect,before_rank,after_rank,rank_effect,gap_closure,clean_target_logit,clean_target_rank,mask_target_logit,mask_target_rank,status,error_message
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,source,6403,36,48.5,1.1698970226570964,48.5,,,target,63365,15.4375,15.4375,0.0,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,source,6403,36,48.5,1.1698970226570964,48.5,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_position_matched_feature_control,1083,36,44.25,0.9123298125341535,44.25,,,target,63365,15.4375,15.4375,0.0,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_position_matched_feature_control,1083,36,44.25,0.9123298125341535,44.25,,,wrong,22,16.5,16.625,-0.125,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_feature_random_position_control,6403,17,46.0,,46.0,,,target,63365,15.4375,15.5625,-0.125,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,same_feature_random_position_control,6403,17,46.0,,46.0,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,random_active_feature_control,3700,36,1.0234375,,1.0234375,,,target,63365,15.4375,15.5625,-0.125,4,4,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,clean_zeroing,clean,random_active_feature_control,3700,36,1.0234375,,1.0234375,,,wrong,22,16.5,16.5,0.0,1,1,0,,15.4375,4,,,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,source,6403,36,48.5,1.1698970226570964,48.5,13.625,34.875,target,63365,13.625,13.5625,-0.0625,8,8,0,-0.034482758620689655,15.4375,4,13.625,8,ok,
qwen_evidence_first_0001,1,non_numeric,okvqa_val_00893,evidence_first,B_direct,relation_reasoning,low,F:L13:P36:ID6403,6403,36,subtract,electricity,63365,electric,22,7,mask_restore,answer_mask,source,6403,36,48.5,1.1698970226570964,48.5,13.625,34.875,wrong,22,9.1875,9.0625,-0.125,78,84,-6,-0.02,15.4375,4,13.625,8,ok,
